7:(25,21),(43,2),(16,22),(26,13),(6,3),(18,26),(20,10),(36,13),(30,11),(27,28),(35,38),(29,41),(35,29),(23,15),(19,14),(38,29),(12,9),(20,33),(24,27),(35,17),(6,6),(13,41),(9,21),(8,37),(26,41),(13,38),(9,11),(9,24),(33,7),(25,36),(41,5),(11,29),(2,18),(12,23),(21,28),(17,35),(9,43),(34,25),(19,5),(23,32),
8:(24,21),(42,2),(15,22),(26,14),(7,3),(18,26),(21,10),(35,13),(29,11),(27,27),(34,38),(28,41),(35,28),(23,14),(19,15),(38,29),(12,8),(20,33),(24,27),(35,16),(6,7),(14,41),(10,21),(9,37),(25,41),(14,38),(10,11),(9,25),(34,7),(24,36),(42,5),(11,28),(2,18),(12,24),(21,28),(17,35),(10,43),(34,24),(19,4),(24,32),
9:(23,21),(41,2),(15,22),(27,14),(8,3),(18,26),(22,10),(35,14),(28,11),(28,27),(33,38),(28,41),(35,27),(24,14),(19,16),(38,29),(11,8),(21,33),(24,27),(35,17),(6,8),(15,41),(9,21),(10,37),(24,41),(15,38),(11,11),(9,24),(35,7),(23,36),(42,6),(11,27),(2,18),(12,24),(21,28),(18,35),(11,43),(33,24),(20,4),(24,33),
10:(22,21),(40,2),(15,22),(27,14),(9,3),(18,26),(23,10),(35,15),(27,11),(28,26),(32,38),(27,41),(34,27),(23,14),(19,17),(38,29),(10,8),(22,33),(25,27),(35,18),(6,9),(14,41),(9,20),(11,37),(24,42),(16,38),(12,11),(9,25),(36,7),(22,36),(42,7),(12,27),(2,18),(12,23),(21,28),(19,35),(11,42),(33,23),(20,3),(25,33),
11:(21,21),(39,2),(15,22),(26,14),(10,3),(19,26),(24,10),(35,15),(27,10),(29,26),(31,38),(27,41),(34,26),(23,13),(19,18),(37,29),(9,8),(21,33),(25,26),(34,18),(6,10),(14,40),(8,20),(12,37),(23,42),(17,38),(13,11),(10,25),(37,7),(21,36),(42,8),(13,27),(2,18),(12,22),(22,28),(18,35),(11,41),(32,23),(21,3),(24,33),
12:(20,21),(38,2),(15,22),(27,14),(11,3),(20,26),(24,11),(35,16),(28,10),(30,26),(30,38),(26,41),(35,26),(23,14),(18,18),(36,29),(8,8),(20,33),(24,26),(34,19),(6,11),(13,40),(8,21),(12,36),(23,41),(17,39),(14,11),(11,25),(38,7),(21,36),(42,9),(14,27),(2,18),(12,21),(22,29),(18,36),(10,41),(31,23),(22,3),(23,33),
13:(19,21),(37,2),(15,22),(27,13),(12,3),(21,26),(24,12),(35,16),(27,10),(31,26),(29,38),(26,41),(36,26),(23,15),(18,18),(35,29),(7,8),(19,33),(25,26),(33,19),(6,12),(13,39),(8,22),(12,35),(22,41),(17,40),(15,11),(12,25),(39,7),(21,36),(42,10),(15,27),(2,18),(12,20),(23,29),(18,37),(9,41),(30,23),(23,3),(22,33),
14:(18,21),(36,2),(15,22),(27,14),(13,3),(22,26),(24,12),(35,17),(28,10),(32,26),(28,38),(25,41),(37,26),(22,15),(18,18),(35,29),(6,8),(19,32),(26,26),(33,20),(6,13),(12,39),(8,23),(13,35),(22,42),(17,41),(16,11),(13,25),(40,7),(21,36),(42,11),(16,27),(2,18),(11,20),(24,29),(18,38),(9,40),(29,23),(24,3),(22,32),
15:(17,21),(35,2),(14,22),(27,13),(14,3),(23,26),(24,13),(35,18),(27,10),(32,25),(27,38),(24,41),(37,25),(22,16),(18,18),(35,28),(5,8),(19,31),(27,26),(32,20),(6,14),(12,38),(9,23),(14,35),(21,42),(16,41),(17,11),(14,25),(41,7),(21,36),(42,12),(17,27),(2,18),(11,19),(25,29),(18,38),(9,39),(28,23),(25,3),(22,31),
16:(16,21),(35,3),(13,22),(27,14),(15,3),(24,26),(24,13),(34,18),(26,10),(32,24),(26,38),(23,41),(38,25),(21,16),(18,18),(35,27),(4,8),(19,30),(28,26),(31,20),(6,15),(13,38),(10,23),(15,35),(20,42),(15,41),(18,11),(15,25),(42,7),(21,36),(42,13),(18,27),(2,18),(12,19),(26,29),(18,38),(9,39),(27,23),(26,3),(22,30),
17:(16,22),(35,4),(13,22),(27,13),(16,3),(25,26),(24,14),(34,19),(25,10),(32,23),(25,38),(23,41),(39,25),(21,17),(18,19),(35,26),(4,7),(20,30),(29,26),(30,20),(6,16),(13,37),(10,22),(16,35),(19,42),(15,42),(19,11),(16,25),(43,7),(20,36),(42,14),(19,27),(2,18),(13,19),(27,29),(18,39),(10,39),(26,23),(27,3),(23,30),
18:(17,22),(35,5),(13,22),(27,12),(17,3),(26,26),(24,15),(33,19),(24,10),(32,23),(24,38),(23,41),(39,24),(21,18),(17,19),(35,25),(4,6),(19,30),(30,26),(29,20),(6,17),(13,38),(9,22),(15,35),(19,42),(16,42),(20,11),(16,26),(43,8),(19,36),(42,15),(19,26),(2,18),(14,19),(26,29),(17,39),(10,39),(25,23),(27,3),(22,30),
19:(16,22),(35,6),(12,22),(27,13),(18,3),(27,26),(24,16),(32,19),(25,10),(32,22),(23,38),(22,41),(39,23),(21,19),(17,19),(35,24),(4,5),(19,29),(31,26),(29,19),(6,18),(13,39),(9,21),(14,35),(19,41),(15,42),(21,11),(16,27),(43,9),(18,36),(42,16),(19,25),(2,18),(13,19),(25,29),(16,39),(10,39),(24,23),(27,3),(22,29),
20:(16,23),(35,7),(12,22),(26,13),(19,3),(26,26),(24,17),(31,19),(26,10),(31,22),(22,38),(23,41),(39,22),(20,19),(17,19),(35,23),(4,4),(20,29),(30,26),(28,19),(5,18),(14,39),(8,21),(13,35),(19,42),(14,42),(22,11),(17,27),(43,10),(17,36),(42,17),(19,24),(2,18),(13,19),(26,29),(17,39),(10,39),(23,23),(27,3),(23,29),
21:(15,23),(35,8),(11,22),(27,13),(20,3),(27,26),(24,18),(31,19),(27,10),(32,22),(21,38),(22,41),(39,21),(21,19),(17,19),(35,22),(4,3),(21,29),(31,26),(27,19),(6,18),(14,39),(8,22),(12,35),(18,42),(13,42),(23,11),(17,27),(43,11),(16,36),(42,18),(19,23),(2,18),(13,19),(27,29),(18,39),(10,39),(22,23),(27,3),(24,29),
22:(14,23),(35,9),(11,22),(27,14),(21,3),(27,27),(24,19),(30,19),(28,10),(31,22),(20,38),(21,41),(39,20),(20,19),(17,19),(35,21),(4,3),(21,28),(30,26),(27,18),(6,19),(14,40),(7,22),(11,35),(17,42),(13,43),(24,11),(18,27),(43,12),(15,36),(42,19),(18,23),(2,18),(13,19),(27,30),(17,39),(11,39),(22,23),(27,3),(24,28),
23:(13,23),(35,10),(10,22),(26,14),(22,3),(27,26),(23,19),(30,19),(29,10),(32,22),(20,38),(20,41),(39,19),(20,18),(17,19),(35,20),(4,3),(21,28),(31,26),(27,18),(6,20),(13,40),(7,23),(10,35),(17,42),(14,43),(25,11),(18,27),(43,13),(14,36),(42,20),(18,22),(2,18),(13,19),(27,29),(17,39),(10,39),(21,23),(27,3),(24,28),
24:(14,23),(35,11),(10,23),(27,14),(23,3),(27,25),(23,20),(29,19),(30,10),(33,22),(20,38),(21,41),(39,18),(19,18),(16,19),(35,19),(4,3),(21,28),(30,26),(26,18),(5,20),(13,39),(6,23),(9,35),(17,42),(14,43),(26,11),(18,27),(43,14),(13,36),(42,21),(17,22),(2,19),(13,20),(27,28),(16,39),(10,38),(21,23),(27,3),(24,28),
25:(14,24),(35,12),(10,23),(26,14),(24,3),(27,24),(22,20),(28,19),(31,10),(34,22),(19,38),(21,42),(39,17),(19,17),(16,19),(35,18),(4,3),(21,28),(31,26),(25,18),(5,20),(12,39),(6,23),(8,35),(18,42),(15,43),(27,11),(18,27),(43,15),(12,36),(42,22),(17,22),(2,20),(13,21),(27,27),(16,38),(9,38),(21,23),(27,3),(24,28),
26:(14,25),(35,13),(10,23),(27,14),(25,3),(26,24),(22,20),(28,19),(32,10),(35,22),(19,38),(22,42),(39,16),(20,17),(16,19),(35,17),(4,3),(21,28),(30,26),(25,17),(5,20),(12,40),(6,23),(7,35),(19,42),(16,43),(28,11),(18,27),(43,16),(11,36),(42,23),(17,22),(2,21),(13,21),(27,27),(15,38),(9,39),(21,23),(28,3),(24,28),
27:(13,25),(36,13),(10,23),(27,15),(26,3),(26,23),(22,20),(28,19),(33,10),(36,22),(18,38),(22,42),(39,15),(20,16),(16,19),(35,16),(4,3),(21,28),(31,26),(24,17),(5,20),(12,39),(6,23),(7,34),(19,41),(16,42),(29,11),(18,27),(43,17),(10,36),(42,24),(17,22),(2,22),(13,21),(27,26),(15,39),(9,39),(21,23),(29,3),(24,28),
28:(14,25),(35,13),(10,23),(27,14),(26,3),(25,23),(22,19),(27,19),(34,10),(37,22),(19,38),(22,42),(39,14),(19,16),(16,19),(35,16),(4,3),(21,28),(30,26),(24,16),(4,20),(12,38),(6,23),(6,34),(19,41),(15,42),(30,11),(18,27),(43,18),(10,35),(42,25),(17,22),(2,23),(13,21),(27,26),(15,38),(9,39),(21,23),(29,4),(24,28),
29:(13,25),(35,12),(9,23),(27,13),(26,3),(25,22),(23,19),(26,19),(34,9),(38,22),(20,38),(22,42),(39,13),(19,15),(16,19),(35,15),(4,3),(22,28),(31,26),(25,16),(3,20),(12,38),(6,22),(6,33),(18,41),(15,41),(31,11),(19,27),(43,19),(9,35),(42,26),(17,22),(3,23),(12,21),(27,25),(15,37),(9,39),(21,23),(29,5),(25,28),
30:(12,25),(36,12),(9,24),(27,12),(27,3),(26,22),(22,19),(25,19),(35,9),(39,22),(21,38),(22,42),(39,12),(20,15),(17,19),(35,15),(4,3),(22,27),(30,26),(26,16),(3,20),(12,38),(6,22),(5,33),(18,41),(14,41),(32,11),(19,28),(43,20),(9,34),(42,27),(17,22),(2,23),(12,22),(26,25),(15,36),(9,39),(21,23),(29,6),(26,28),
31:(12,25),(36,12),(9,25),(27,11),(28,3),(25,22),(22,20),(25,19),(34,9),(39,21),(21,37),(21,42),(39,11),(21,15),(18,19),(35,15),(4,3),(22,26),(29,26),(27,16),(4,20),(13,38),(7,22),(5,32),(18,40),(15,41),(31,11),(19,29),(43,21),(8,34),(42,28),(17,22),(3,23),(11,22),(25,25),(15,35),(9,39),(21,23),(28,6),(26,29),
32:(12,24),(36,12),(8,25),(27,10),(29,3),(25,23),(22,19),(25,20),(33,9),(39,20),(20,37),(22,42),(39,10),(22,15),(19,19),(35,15),(4,3),(21,26),(28,26),(27,15),(4,20),(13,38),(7,22),(5,31),(18,40),(15,41),(30,11),(20,29),(43,22),(8,33),(42,29),(17,22),(2,23),(11,21),(25,26),(14,35),(9,39),(21,23),(27,6),(25,29),
33:(11,24),(36,11),(7,25),(28,10),(30,3),(26,23),(22,18),(25,20),(33,8),(39,19),(19,37),(22,41),(39,9),(22,14),(19,18),(35,14),(4,3),(22,26),(28,26),(27,14),(4,20),(13,38),(7,22),(4,31),(19,40),(16,41),(31,11),(19,29),(43,23),(8,33),(42,30),(17,21),(3,23),(12,21),(25,27),(13,35),(9,39),(20,23),(27,5),(25,30),
34:(10,24),(36,10),(7,26),(29,10),(31,3),(27,23),(22,18),(25,20),(32,8),(39,19),(18,37),(23,41),(39,8),(23,14),(19,19),(35,13),(4,3),(22,27),(28,26),(27,13),(5,20),(13,38),(7,23),(4,30),(19,40),(16,41),(32,11),(19,30),(43,24),(7,33),(42,31),(17,22),(2,23),(13,21),(25,27),(12,35),(9,39),(20,24),(27,4),(24,30),
35:(11,24),(36,9),(8,26),(28,10),(32,3),(26,23),(22,18),(25,20),(32,8),(39,19),(19,37),(23,40),(40,8),(24,14),(19,20),(35,12),(4,3),(21,27),(28,26),(27,14),(6,20),(13,38),(8,23),(5,30),(20,40),(16,41),(32,11),(20,30),(43,25),(6,33),(42,32),(17,23),(2,22),(12,21),(25,28),(11,35),(9,39),(21,24),(27,3),(24,31),
36:(12,24),(37,9),(9,26),(28,11),(33,3),(27,23),(21,18),(25,20),(31,8),(39,19),(20,37),(23,39),(41,8),(24,13),(19,21),(35,12),(4,3),(21,28),(28,26),(27,15),(6,21),(13,37),(9,23),(6,30),(20,40),(16,41),(32,11),(20,31),(43,26),(5,33),(42,33),(16,23),(2,21),(13,21),(24,28),(11,34),(10,39),(20,24),(27,3),(25,31),
37:(13,24),(38,9),(10,26),(29,11),(34,3),(26,23),(21,17),(24,20),(30,8),(39,19),(20,36),(23,38),(42,8),(24,13),(20,21),(35,12),(4,3),(20,28),(27,26),(27,14),(6,22),(13,36),(9,22),(7,30),(20,39),(17,41),(32,11),(21,31),(43,26),(4,33),(42,34),(16,22),(2,20),(12,21),(24,29),(11,33),(11,39),(19,24),(27,3),(25,32),
38:(12,24),(38,10),(10,27),(29,10),(35,3),(27,23),(22,17),(23,20),(30,7),(39,19),(19,36),(24,38),(42,7),(24,13),(19,21),(35,11),(4,3),(19,28),(28,26),(27,13),(6,23),(14,36),(9,23),(8,30),(21,39),(18,41),(32,11),(22,31),(43,26),(3,33),(42,35),(16,21),(2,19),(13,21),(24,28),(11,32),(11,38),(18,24),(27,3),(25,31),
39:(12,24),(39,10),(11,27),(29,9),(35,4),(27,24),(23,17),(22,20),(30,6),(39,19),(18,36),(25,38),(42,6),(24,13),(19,20),(35,10),(4,3),(19,27),(28,27),(27,12),(6,24),(15,36),(9,22),(8,29),(21,39),(18,41),(32,11),(23,31),(43,26),(3,32),(42,36),(16,21),(2,18),(12,21),(25,28),(11,31),(11,37),(17,24),(27,3),(26,31),
40:(11,24),(39,9),(10,27),(28,9),(35,5),(26,24),(24,17),(22,21),(30,5),(39,19),(17,36),(25,37),(41,6),(24,13),(19,19),(36,10),(4,3),(19,26),(29,27),(27,12),(6,25),(14,36),(9,21),(7,29),(22,39),(19,41),(32,11),(23,31),(43,26),(3,31),(42,37),(16,21),(2,18),(13,21),(25,27),(11,30),(11,36),(16,24),(27,3),(27,31),
41:(11,23),(39,10),(9,27),(27,9),(35,6),(27,24),(24,18),(21,21),(30,4),(39,19),(16,36),(25,36),(40,6),(24,13),(19,18),(36,9),(4,3),(19,25),(28,27),(27,12),(6,26),(13,36),(9,20),(7,30),(23,39),(19,41),(33,11),(24,31),(43,26),(3,30),(42,38),(17,21),(2,18),(14,21),(24,27),(11,30),(10,36),(15,24),(27,3),(27,30),
42:(10,23),(39,11),(9,26),(27,8),(35,5),(28,24),(24,19),(21,22),(30,4),(39,19),(16,36),(26,36),(39,6),(24,13),(18,18),(36,8),(4,3),(18,25),(28,27),(27,11),(6,27),(13,36),(10,20),(8,30),(23,38),(20,41),(34,11),(24,31),(43,26),(3,29),(42,39),(18,21),(2,18),(15,21),(24,26),(11,29),(9,36),(14,24),(26,3),(27,30),
43:(10,23),(38,11),(9,26),(27,7),(35,5),(28,23),(24,20),(21,23),(29,4),(39,19),(15,36),(26,36),(39,5),(25,13),(19,18),(35,8),(4,3),(18,24),(28,26),(27,10),(6,28),(12,36),(9,20),(8,31),(23,37),(20,40),(35,11),(24,31),(43,26),(3,28),(42,40),(18,21),(2,18),(14,21),(24,25),(11,29),(9,35),(13,24),(26,4),(27,29),
44:(10,22),(38,12),(9,25),(28,7),(35,6),(27,23),(24,21),(21,24),(29,3),(39,19),(15,36),(26,36),(39,4),(25,14),(19,17),(35,9),(4,3),(18,23),(28,26),(28,10),(6,28),(12,36),(9,19),(7,31),(22,37),(19,40),(35,12),(24,31),(43,26),(3,27),(42,41),(18,20),(2,18),(15,21),(24,24),(11,28),(8,35),(13,25),(26,4),(27,29),
45:(10,21),(39,12),(8,25),(28,8),(35,6),(27,22),(23,21),(21,25),(30,3),(39,19),(15,36),(25,36),(39,4),(25,15),(20,17),(34,9),(4,3),(17,23),(28,25),(28,11),(6,28),(11,36),(9,18),(6,31),(22,36),(20,40),(36,12),(25,31),(43,26),(3,26),(42,42),(19,20),(2,18),(15,20),(24,25),(10,28),(8,34),(12,25),(26,5),(27,28),
46:(10,21),(40,12),(7,25),(28,8),(35,6),(27,22),(24,21),(21,26),(29,3),(39,19),(14,36),(25,36),(39,4),(26,15),(19,17),(33,9),(4,3),(18,23),(28,25),(27,11),(6,28),(11,35),(10,18),(5,31),(21,36),(20,39),(36,12),(26,31),(43,26),(3,25),(42,42),(19,20),(2,18),(16,20),(24,24),(11,28),(8,33),(11,25),(26,4),(26,28),
47:(10,20),(40,11),(6,25),(28,9),(35,7),(27,23),(24,22),(21,27),(29,3),(39,19),(13,36),(24,36),(39,4),(27,15),(19,16),(33,10),(4,3),(19,23),(28,26),(27,12),(6,28),(10,35),(10,17),(4,31),(21,37),(20,40),(37,12),(26,32),(43,26),(3,24),(42,42),(19,19),(2,18),(16,21),(24,25),(10,28),(8,32),(10,25),(26,5),(26,29),
48:(10,19),(41,11),(6,26),(29,9),(35,8),(27,24),(24,23),(21,28),(28,3),(39,19),(12,36),(24,35),(39,4),(27,15),(20,16),(32,10),(4,3),(19,22),(28,27),(26,12),(6,29),(9,35),(10,16),(4,32),(21,36),(20,39),(38,12),(27,32),(43,26),(3,23),(42,42),(19,19),(2,18),(16,22),(24,26),(11,28),(9,32),(9,25),(26,6),(25,29),
49:(10,18),(42,11),(5,26),(29,8),(35,9),(28,24),(24,23),(21,29),(27,3),(39,19),(12,36),(25,35),(39,4),(27,14),(21,16),(32,9),(4,3),(18,22),(29,27),(26,11),(6,30),(8,35),(10,15),(4,33),(21,36),(20,39),(39,12),(26,32),(43,26),(3,22),(42,42),(19,19),(2,18),(15,22),(23,26),(10,28),(9,31),(9,25),(26,7),(26,29),
50:(10,17),(42,12),(5,25),(29,7),(35,10),(27,24),(24,23),(20,29),(26,3),(39,19),(11,36),(25,36),(39,4),(27,13),(21,15),(32,8),(4,3),(19,22),(28,27),(26,10),(6,30),(8,34),(10,14),(5,33),(22,36),(20,39),(39,13),(27,32),(43,26),(3,21),(42,42),(19,18),(2,18),(16,22),(22,26),(11,28),(10,31),(8,25),(26,6),(25,29),
51:(10,16),(42,13),(4,25),(30,7),(35,11),(27,24),(24,24),(20,30),(25,3),(39,19),(11,35),(26,36),(39,4),(27,13),(22,15),(33,8),(4,3),(19,21),(29,27),(25,10),(6,30),(8,35),(10,13),(5,33),(23,36),(20,38),(39,14),(27,33),(43,26),(3,21),(42,42),(19,18),(3,18),(16,23),(22,27),(11,27),(11,31),(8,25),(27,6),(25,28),
52:(10,16),(42,14),(4,26),(31,7),(35,12),(27,25),(24,25),(21,30),(24,3),(39,19),(11,34),(26,36),(39,4),(27,13),(22,14),(34,8),(4,3),(19,20),(30,27),(24,10),(6,30),(8,36),(11,13),(6,33),(23,35),(20,37),(39,15),(26,33),(43,26),(3,20),(42,42),(19,17),(3,17),(17,23),(21,27),(12,27),(11,30),(7,25),(27,5),(24,28),
53:(10,17),(42,15),(4,25),(31,6),(35,13),(28,25),(24,25),(20,30),(23,3),(39,19),(10,34),(26,36),(39,4),(27,12),(22,15),(34,7),(4,3),(19,19),(31,27),(24,11),(6,30),(7,36),(11,14),(6,33),(23,34),(20,36),(39,16),(27,33),(43,26),(3,20),(42,42),(19,16),(4,17),(18,23),(21,26),(13,27),(10,30),(7,25),(27,4),(25,28),
54:(10,18),(42,16),(3,25),(30,6),(35,14),(27,25),(24,26),(21,30),(22,3),(39,20),(9,34),(25,36),(39,4),(27,11),(22,16),(34,6),(4,3),(19,18),(30,27),(24,10),(6,31),(7,37),(11,15),(6,34),(23,33),(20,35),(39,17),(26,33),(43,26),(3,20),(42,42),(19,15),(5,17),(19,23),(20,26),(14,27),(11,30),(7,25),(27,3),(25,29),
55:(11,18),(42,17),(3,24),(31,6),(35,15),(28,25),(24,26),(21,30),(21,3),(39,21),(8,34),(24,36),(39,4),(28,11),(22,17),(34,6),(4,3),(19,17),(31,27),(25,10),(5,31),(6,37),(11,15),(5,34),(23,33),(19,35),(39,18),(27,33),(43,26),(3,20),(42,42),(19,14),(6,17),(20,23),(21,26),(15,27),(11,29),(6,25),(27,3),(26,29),
56:(11,19),(42,18),(3,23),(31,6),(35,16),(27,25),(24,26),(21,30),(20,3),(39,22),(7,34),(23,36),(39,4),(29,11),(22,17),(35,6),(4,3),(19,18),(30,27),(26,10),(6,31),(5,37),(11,16),(4,34),(22,33),(19,36),(39,19),(27,34),(43,26),(3,19),(42,42),(19,13),(6,16),(21,23),(20,26),(16,27),(11,28),(6,25),(27,3),(27,29),
57:(10,19),(42,19),(3,22),(32,6),(35,16),(28,25),(24,27),(21,30),(19,3),(40,22),(7,34),(24,36),(39,4),(30,11),(21,17),(35,5),(4,3),(18,18),(31,27),(27,10),(5,31),(6,37),(11,16),(4,34),(21,33),(19,37),(39,19),(27,35),(43,26),(3,18),(42,42),(19,12),(6,17),(22,23),(21,26),(17,27),(11,27),(5,25),(27,3),(27,28),
58:(10,20),(42,20),(4,22),(32,6),(35,16),(27,25),(24,28),(21,30),(18,3),(40,23),(7,33),(23,36),(39,4),(31,11),(21,17),(36,5),(4,3),(18,19),(30,27),(28,10),(5,30),(6,38),(11,17),(4,35),(20,33),(20,37),(39,20),(28,35),(43,26),(3,17),(42,42),(19,11),(6,18),(23,23),(21,27),(18,27),(12,27),(4,25),(27,3),(27,29),
59:(9,20),(42,21),(5,22),(33,6),(35,16),(27,25),(24,28),(21,31),(17,3),(40,24),(7,32),(23,35),(39,4),(32,11),(20,17),(36,4),(4,3),(17,19),(31,27),(28,10),(5,29),(5,38),(11,17),(5,35),(20,34),(19,37),(39,21),(29,35),(43,26),(3,16),(42,42),(19,10),(6,17),(24,23),(21,27),(18,27),(13,27),(4,26),(27,3),(27,30),
60:(9,21),(43,21),(6,22),(34,6),(35,16),(28,25),(25,28),(21,32),(16,3),(40,25),(8,32),(24,35),(39,4),(33,11),(19,17),(36,3),(4,3),(17,20),(31,26),(28,10),(5,30),(4,38),(11,18),(6,35),(20,35),(19,38),(39,22),(30,35),(43,26),(3,15),(42,42),(19,9),(6,18),(25,23),(21,27),(18,27),(14,27),(4,27),(27,3),(27,31),
61:(10,21),(42,21),(6,22),(35,6),(35,16),(28,26),(25,27),(21,33),(15,3),(40,26),(8,31),(24,34),(39,4),(34,11),(19,18),(35,3),(4,3),(16,20),(32,26),(28,10),(5,31),(3,38),(10,18),(7,35),(20,36),(19,39),(39,23),(30,35),(43,26),(3,14),(42,42),(19,8),(5,18),(26,23),(22,27),(18,27),(15,27),(4,28),(27,3),(26,31),
62:(10,21),(43,21),(6,22),(36,6),(35,16),(29,26),(26,27),(21,33),(14,3),(39,26),(8,30),(24,34),(39,4),(35,11),(18,18),(34,3),(4,3),(16,21),(33,26),(28,10),(5,32),(2,38),(9,18),(8,35),(20,36),(18,39),(39,23),(30,35),(44,26),(3,13),(42,42),(19,7),(4,18),(27,23),(22,26),(19,27),(16,27),(4,29),(27,3),(27,31),
63:(10,20),(42,21),(7,22),(37,6),(35,16),(30,26),(26,27),(21,34),(13,3),(38,26),(7,30),(24,33),(39,3),(36,11),(18,19),(34,4),(4,3),(16,22),(33,25),(28,10),(5,33),(1,38),(9,17),(9,35),(20,37),(18,40),(39,23),(30,35),(43,26),(3,12),(42,42),(19,6),(3,18),(27,24),(23,26),(19,27),(16,26),(4,30),(27,3),(27,30),
64:(11,20),(43,21),(7,22),(38,6),(35,16),(30,25),(27,27),(21,34),(12,3),(37,26),(7,29),(24,32),(38,3),(37,11),(17,19),(34,5),(4,3),(17,22),(33,26),(28,10),(5,34),(1,37),(8,17),(10,35),(21,37),(18,39),(39,23),(30,35),(43,26),(3,12),(42,42),(19,5),(2,18),(26,24),(23,25),(20,27),(16,25),(4,31),(27,3),(27,31),
