7:(45,84),(74,25),(67,101),(103,122),(10,72),(99,61),(38,34),(121,42),(45,109),(107,116),(99,123),(111,52),(22,27),(69,114),(77,5),(115,123),(67,12),(117,62),(64,71),(45,4),(100,88),(108,48),(45,48),(12,17),(111,34),(28,38),(111,61),(27,16),(117,20),(119,122),(9,80),(87,119),(34,10),(75,12),(58,5),(82,59),(56,28),(46,37),(10,6),(51,18),(77,67),(96,79),(56,112),(100,48),(98,70),(67,85),(100,81),(122,50),(42,28),(63,64),(33,114),(78,103),(119,116),(75,33),(91,34),(23,81),(122,120),(70,95),(78,93),(8,68),(45,57),(51,34),(88,111),(111,16),(96,84),(52,14),(41,40),(117,102),(45,58),(32,9),(111,103),(111,35),(51,104),(78,57),(43,74),(82,112),(7,76),(9,20),(81,90),(48,59),(69,87),(8,29),(111,28),(73,111),(45,73),(53,107),(74,77),(38,117),(42,46),(104,57),(78,59),(91,93),(6,71),(112,47),(54,34),(46,108),(45,76),(62,68),(109,8),(49,125),(89,12),(42,86),(96,63),(23,87),(39,112),(9,27),(67,98),(78,106),(20,28),(45,51),(17,51),(8,50),(101,61),(67,78),(35,114),(100,84),(77,112),(17,23),(64,55),(115,34),(75,42),(59,61),(119,118),(81,57),(9,40),(96,124),(23,102),(99,3),
8:(45,83),(75,25),(68,101),(102,122),(10,73),(100,61),(39,34),(120,42),(45,109),(107,115),(99,123),(111,51),(21,27),(68,114),(76,5),(114,123),(67,11),(117,63),(64,70),(45,5),(100,89),(109,48),(45,49),(11,17),(111,33),(29,38),(112,61),(26,16),(117,21),(118,122),(10,80),(86,119),(34,11),(76,12),(57,5),(81,59),(56,29),(45,37),(11,6),(51,17),(76,67),(96,78),(56,111),(101,48),(98,70),(67,85),(100,82),(122,49),(41,28),(63,63),(33,114),(78,104),(120,116),(75,32),(92,34),(23,82),(122,121),(70,94),(78,94),(7,68),(45,57),(50,34),(87,111),(111,15),(96,83),(52,13),(41,41),(117,103),(46,58),(33,9),(111,104),(111,34),(50,104),(78,58),(44,74),(81,112),(7,77),(9,21),(80,90),(48,59),(69,88),(8,30),(111,27),(72,111),(46,73),(54,107),(75,77),(38,118),(43,46),(105,57),(78,60),(90,93),(7,71),(111,47),(53,34),(47,108),(45,76),(62,67),(108,8),(48,125),(88,12),(42,86),(97,63),(23,88),(40,112),(9,28),(67,98),(78,107),(19,28),(45,52),(16,51),(9,50),(102,61),(67,79),(35,115),(100,85),(76,112),(18,23),(64,54),(114,34),(75,41),(59,62),(120,118),(80,57),(9,41),(96,125),(23,101),(98,3),
9:(44,83),(76,25),(67,101),(101,122),(10,74),(101,61),(40,34),(119,42),(45,109),(107,114),(98,123),(111,51),(20,27),(67,114),(75,5),(113,123),(67,10),(117,64),(64,69),(45,6),(99,89),(110,48),(45,50),(10,17),(111,32),(30,38),(113,61),(25,16),(117,22),(117,122),(11,80),(85,119),(34,12),(77,12),(56,5),(80,59),(56,30),(44,37),(12,6),(51,16),(75,67),(96,77),(56,110),(102,48),(98,70),(67,86),(100,83),(122,48),(40,28),(63,62),(33,114),(78,105),(121,116),(75,31),(93,34),(23,83),(122,122),(71,94),(78,95),(7,68),(45,57),(49,34),(86,111),(111,14),(96,82),(52,12),(41,42),(117,104),(46,57),(34,9),(111,105),(111,33),(49,104),(78,59),(45,74),(80,112),(7,78),(9,22),(79,90),(48,59),(68,88),(8,31),(111,26),(71,111),(47,73),(55,107),(75,76),(38,118),(44,46),(106,57),(78,61),(89,93),(7,71),(111,46),(52,34),(47,107),(45,76),(62,66),(107,8),(47,125),(87,12),(43,86),(98,63),(23,89),(41,112),(9,29),(67,97),(78,108),(18,28),(45,53),(15,51),(9,51),(103,61),(67,80),(36,115),(100,86),(75,112),(19,23),(64,53),(114,33),(75,40),(59,63),(121,118),(79,57),(9,42),(96,124),(23,100),(97,3),
10:(43,83),(77,25),(67,100),(102,122),(10,74),(102,61),(40,35),(118,42),(45,108),(107,113),(98,123),(111,51),(19,27),(66,114),(74,5),(112,123),(67,9),(117,65),(64,68),(45,7),(98,89),(111,48),(45,51),(9,17),(111,31),(31,38),(114,61),(24,16),(117,23),(116,122),(12,80),(84,119),(33,12),(78,12),(55,5),(79,59),(56,31),(43,37),(13,6),(51,15),(74,67),(96,76),(56,109),(103,48),(98,70),(67,86),(100,84),(122,47),(39,28),(63,61),(33,114),(78,106),(122,116),(76,31),(94,34),(23,84),(121,122),(72,94),(78,96),(7,68),(45,58),(48,34),(85,111),(111,13),(96,81),(52,11),(41,43),(117,105),(45,57),(34,10),(111,106),(111,32),(48,104),(78,60),(44,74),(79,112),(8,78),(9,23),(78,90),(47,59),(69,88),(8,32),(111,25),(70,111),(47,74),(56,107),(75,75),(38,119),(45,46),(107,57),(78,62),(88,93),(8,71),(111,45),(51,34),(46,107),(45,76),(62,65),(106,8),(46,125),(86,12),(44,86),(99,63),(22,89),(42,112),(9,30),(67,96),(78,109),(17,28),(45,54),(14,51),(9,52),(104,61),(67,81),(36,115),(100,87),(74,112),(20,23),(65,53),(114,32),(75,39),(59,64),(122,118),(78,57),(9,43),(95,124),(23,99),(96,3),
11:(42,83),(78,25),(67,99),(101,122),(10,74),(103,61),(40,36),(117,42),(45,108),(107,112),(98,123),(111,51),(18,27),(65,114),(74,6),(111,123),(67,8),(117,66),(64,67),(45,8),(97,89),(112,48),(45,52),(8,17),(111,30),(32,38),(115,61),(23,16),(117,24),(115,122),(13,80),(83,119),(32,12),(79,12),(54,5),(80,59),(56,32),(43,36),(14,6),(51,14),(73,67),(96,75),(56,108),(104,48),(98,70),(67,86),(100,85),(122,46),(38,28),(63,60),(33,114),(78,107),(122,117),(77,31),(95,34),(23,85),(120,122),(73,94),(78,97),(7,68),(45,59),(47,34),(84,111),(111,12),(96,80),(52,10),(41,44),(117,106),(45,58),(34,11),(111,106),(111,31),(47,104),(78,61),(45,74),(78,112),(9,78),(10,23),(78,91),(46,59),(69,89),(8,33),(111,24),(69,111),(47,75),(57,107),(76,75),(38,119),(45,47),(108,57),(78,63),(87,93),(9,71),(111,44),(50,34),(47,107),(45,76),(62,64),(105,8),(45,125),(85,12),(45,86),(100,63),(21,89),(43,112),(9,31),(67,95),(78,110),(16,28),(45,55),(13,51),(9,53),(105,61),(67,82),(36,116),(100,88),(73,112),(21,23),(66,53),(114,31),(75,38),(59,65),(122,119),(78,57),(9,44),(95,125),(23,98),(95,3),
12:(41,83),(78,24),(67,99),(100,122),(10,74),(104,61),(40,37),(116,42),(45,108),(107,111),(97,123),(111,51),(17,27),(64,114),(74,7),(110,123),(66,8),(117,67),(64,66),(45,9),(96,89),(113,48),(45,53),(7,17),(111,29),(33,38),(116,61),(22,16),(117,25),(114,122),(14,80),(82,119),(31,12),(80,12),(53,5),(80,60),(56,33),(43,35),(15,6),(51,13),(72,67),(96,74),(55,108),(105,48),(98,70),(67,87),(100,86),(122,45),(37,28),(63,59),(34,114),(78,108),(122,118),(78,31),(96,34),(23,86),(119,122),(73,93),(78,98),(7,68),(45,60),(46,34),(83,111),(111,11),(96,79),(52,9),(41,45),(117,107),(45,59),(34,12),(111,106),(111,30),(46,104),(78,62),(44,74),(77,112),(10,78),(11,23),(78,92),(46,60),(68,89),(8,34),(111,23),(68,111),(47,76),(58,107),(77,75),(37,119),(45,48),(109,57),(78,64),(86,93),(10,71),(111,43),(49,34),(48,107),(45,76),(62,63),(104,8),(45,124),(84,12),(45,85),(101,63),(20,89),(44,112),(9,32),(66,95),(78,111),(15,28),(45,56),(12,51),(9,54),(106,61),(67,83),(37,116),(100,89),(72,112),(22,23),(67,53),(114,30),(75,37),(59,66),(122,120),(78,57),(9,45),(95,124),(23,97),(94,3),
13:(40,83),(78,23),(67,99),(101,122),(11,74),(105,61),(40,38),(115,42),(45,108),(107,110),(97,123),(111,51),(16,27),(63,114),(74,8),(109,123),(65,8),(117,68),(64,65),(45,10),(95,89),(113,47),(45,54),(6,17),(111,28),(34,38),(117,61),(21,16),(117,26),(113,122),(15,80),(81,119),(30,12),(81,12),(52,5),(79,60),(56,34),(42,35),(16,6),(51,12),(71,67),(96,73),(54,108),(106,48),(98,70),(67,87),(100,87),(122,44),(36,28),(63,58),(35,114),(78,109),(122,119),(78,30),(97,34),(23,87),(118,122),(73,92),(78,99),(7,68),(45,61),(45,34),(82,111),(111,10),(96,78),(52,8),(42,45),(117,108),(45,60),(33,12),(111,106),(111,29),(45,104),(78,63),(45,74),(76,112),(11,78),(12,23),(78,93),(46,61),(69,89),(8,35),(111,22),(67,111),(47,77),(59,107),(78,75),(36,119),(45,49),(110,57),(78,65),(85,93),(10,71),(111,42),(48,34),(48,108),(45,76),(62,62),(103,8),(45,123),(83,12),(45,84),(102,63),(19,89),(45,112),(9,33),(65,95),(77,111),(14,28),(45,57),(12,52),(9,55),(107,61),(67,84),(38,116),(99,89),(71,112),(23,23),(68,53),(114,29),(75,36),(59,67),(122,121),(78,58),(9,46),(94,124),(22,97),(93,3),
14:(40,84),(78,22),(67,99),(100,122),(12,74),(106,61),(40,39),(114,42),(45,108),(107,109),(97,123),(111,50),(15,27),(62,114),(74,9),(108,123),(64,8),(117,69),(64,64),(45,11),(94,89),(112,47),(45,55),(6,18),(111,27),(35,38),(118,61),(20,16),(117,27),(112,122),(16,80),(80,119),(29,12),(80,12),(51,5),(80,60),(55,34),(41,35),(17,6),(51,11),(70,67),(96,72),(53,108),(107,48),(98,70),(67,87),(100,88),(122,43),(35,28),(63,57),(36,114),(78,110),(122,120),(78,29),(98,34),(23,88),(117,122),(73,91),(78,100),(7,68),(45,62),(44,34),(81,111),(111,9),(96,77),(53,8),(43,45),(117,109),(45,61),(32,12),(111,106),(111,28),(44,104),(78,64),(44,74),(75,112),(12,78),(13,23),(78,94),(46,62),(69,90),(8,36),(111,21),(66,111),(46,77),(60,107),(79,75),(35,119),(45,50),(111,57),(78,66),(84,93),(10,71),(111,41),(47,34),(48,109),(45,75),(62,61),(102,8),(45,122),(82,12),(45,83),(103,63),(18,89),(45,111),(9,34),(64,95),(76,111),(13,28),(45,58),(12,53),(9,56),(108,61),(67,85),(39,116),(98,89),(70,112),(24,23),(69,53),(114,28),(75,35),(59,68),(122,122),(78,58),(9,47),(94,125),(21,97),(92,3),
15:(40,85),(78,21),(67,99),(99,122),(12,75),(107,61),(40,40),(113,42),(45,107),(107,108),(96,123),(111,49),(14,27),(61,114),(74,10),(107,123),(63,8),(117,70),(64,63),(45,12),(93,89),(112,46),(45,56),(6,19),(111,26),(36,38),(118,62),(19,16),(117,28),(111,122),(17,80),(79,119),(28,12),(79,12),(50,5),(80,61),(54,34),(40,35),(18,6),(51,10),(69,67),(96,71),(52,108),(108,48),(98,70),(67,88),(100,89),(122,42),(34,28),(63,56),(37,114),(78,111),(123,120),(78,28),(99,34),(23,89),(116,122),(73,90),(78,101),(7,68),(45,63),(43,34),(80,111),(111,8),(96,76),(54,8),(44,45),(117,110),(45,62),(31,12),(111,106),(111,27),(43,104),(78,65),(44,75),(74,112),(13,78),(14,23),(78,95),(46,63),(68,90),(8,37),(111,20),(65,111),(45,77),(61,107),(80,75),(34,119),(45,51),(112,57),(78,67),(83,93),(10,71),(111,40),(46,34),(48,110),(45,74),(62,60),(101,8),(45,121),(81,12),(45,82),(104,63),(17,89),(45,110),(9,35),(63,95),(75,111),(12,28),(45,59),(12,54),(10,56),(109,61),(67,86),(40,116),(97,89),(69,112),(25,23),(70,53),(114,27),(75,34),(59,69),(121,122),(78,58),(9,48),(94,124),(20,97),(91,3),
16:(40,86),(78,20),(67,99),(100,122),(12,75),(108,61),(40,41),(112,42),(46,107),(107,107),(96,123),(111,48),(13,27),(60,114),(74,11),(106,123),(62,8),(117,71),(64,62),(45,13),(92,89),(112,45),(45,57),(6,20),(111,25),(37,38),(118,63),(18,16),(117,29),(110,122),(18,80),(78,119),(27,12),(78,12),(49,5),(79,61),(53,34),(39,35),(19,6),(51,9),(68,67),(96,70),(51,108),(109,48),(98,70),(67,88),(99,89),(121,42),(33,28),(63,55),(38,114),(77,111),(122,120),(78,27),(100,34),(22,89),(115,122),(73,89),(78,102),(7,68),(45,64),(42,34),(79,111),(110,8),(96,75),(55,8),(45,45),(117,111),(45,63),(30,12),(111,106),(111,26),(42,104),(78,66),(43,75),(73,112),(14,78),(15,23),(78,96),(46,64),(69,90),(8,38),(111,19),(64,111),(45,78),(62,107),(81,75),(33,119),(45,52),(113,57),(77,67),(82,93),(10,72),(111,39),(45,34),(47,110),(45,74),(62,59),(100,8),(45,120),(80,12),(45,81),(105,63),(16,89),(45,110),(9,36),(62,95),(74,111),(11,28),(45,60),(12,55),(11,56),(110,61),(68,86),(41,116),(96,89),(68,112),(26,23),(71,53),(114,26),(75,33),(59,70),(120,122),(78,59),(9,49),(93,124),(19,97),(90,3),
17:(40,87),(78,19),(67,99),(99,122),(11,75),(109,61),(40,42),(111,42),(47,107),(108,107),(96,123),(111,47),(12,27),(59,114),(74,12),(105,123),(61,8),(117,72),(64,61),(45,14),(91,89),(112,44),(45,58),(6,21),(111,24),(38,38),(118,64),(17,16),(117,30),(109,122),(19,80),(77,119),(26,12),(77,12),(48,5),(80,61),(52,34),(38,35),(20,6),(51,8),(67,67),(96,69),(50,108),(110,48),(98,70),(67,88),(98,89),(120,42),(32,28),(63,54),(39,114),(76,111),(122,121),(78,26),(101,34),(21,89),(114,122),(73,88),(78,103),(7,69),(45,65),(42,35),(78,111),(109,8),(96,74),(56,8),(45,46),(118,111),(45,64),(29,12),(111,106),(111,25),(41,104),(78,67),(42,75),(72,112),(15,78),(16,23),(78,97),(46,65),(69,91),(8,39),(111,18),(63,111),(46,78),(63,107),(82,75),(32,119),(45,53),(114,57),(76,67),(81,93),(9,72),(111,38),(44,34),(47,111),(44,74),(62,58),(99,8),(45,119),(79,12),(45,81),(106,63),(15,89),(45,110),(9,37),(61,95),(73,111),(10,28),(45,61),(13,55),(11,56),(111,61),(67,86),(42,116),(95,89),(67,112),(27,23),(72,53),(114,25),(75,32),(59,71),(119,122),(78,59),(9,50),(93,125),(18,97),(89,3),
